# 
# QCancer(Lung)-2011 data tables.
# Copyright 2011 ClinRisk Ltd. 
#  
# This work is licenced under the Creative Commons Attribution-NoDerivs 2.0 UK: England & Wales License. 
# To view a copy of this licence, visit http://creativecommons.org/licenses/by-nd/2.0/uk/ or send a letter to Creative Commons, 171 Second Street, Suite 300, San Francisco, California 94105, USA.
# 
# 
sex1,_t,basehaz_death_0_30,basehaz_event_0_30,timeyears
0,8.2765229,.0000107,0,8
0,8.2819986,.0000107,0,8
0,8.3285421,.0000107,0,8
0,8.3340178,.0000107,0,8
0,8.3449692,.0000215,0,8
0,8.3531828,.0000107,0,8
0,8.366872,.0000107,0,8
0,8.3723477,.0000107,0,8
0,8.3778234,.0000107,0,8
0,8.3832991,.0000107,0,8
0,8.3942505,.0000107,0,8
0,8.3997262,.0000107,0,8
0,8.4435318,.0000107,0,8
0,8.5311431,0,3.93e-06,8
0,8.5338809,.0000108,0,8
0,8.5722108,.0000108,0,8
0,8.5776865,.0000108,0,8
0,8.6132786,.0000108,0,8
0,8.6214921,.0000108,0,8
0,8.6297057,.0000108,0,8
0,8.6406571,.0000108,0,8
0,8.6543463,.0000108,0,8
0,8.6817248,.0000108,0,8
0,8.6844627,.0000108,0,8
0,8.7008898,.0000108,0,8
0,8.7173169,.0000108,0,8
0,8.7255305,.0000108,0,8
0,8.7693361,.0000108,0,8
0,8.7939767,.0000112,0,8
0,8.7967146,.0000112,0,8
0,8.7994524,.0000113,0,8
0,8.8049281,.0000113,0,8
0,8.8295688,.0000113,0,8
0,8.843258,.0000113,0,8
0,8.8569473,.0000113,0,8
0,8.8870637,.0000225,0,8
0,8.9144422,.0000113,0,8
0,8.9609856,.0000113,0,8
0,8.9691992,.0000226,0,8
0,8.971937,.0000113,0,8
0,8.9746749,.0000113,0,8
0,8.9828884,.0000113,0,8
0,8.9883641,.0000113,0,8
0,9.0403833,.0000112,0,9
0,9.0485969,.0000112,0,9
0,9.0540726,.0000112,0,9
0,9.119781,.0000112,0,9
0,9.1334702,.0000112,0,9
0,9.2019165,.0000224,0,9
0,9.2073922,.0000112,0,9
0,9.2156057,.0000112,0,9
0,9.2183436,.0000112,0,9
0,9.2457221,.0000112,0,9
0,9.2621492,0,4.10e-06,9
0,9.2676249,.0000112,0,9
0,9.2731006,.0000112,0,9
0,9.2950034,.0000112,0,9
0,9.3415469,.0000113,0,9
0,9.3470226,.0000113,0,9
0,9.3634497,.0000113,0,9
0,9.3935661,0,4.12e-06,9
0,9.4565366,.0000113,0,9
0,9.467488,.0000339,0,9
0,9.4811773,.0000113,0,9
0,9.4839151,.0000113,0,9
0,9.4893908,.0000113,0,9
0,9.5030801,.0000113,0,9
0,9.522245,.0000113,0,9
0,9.5277207,.0000113,0,9
0,9.5386721,.0000113,0,9
0,9.5605749,.0000113,0,9
0,9.5742642,.0000227,0,9
0,9.6125941,.0000114,0,9
0,9.615332,.0000114,0,9
0,9.6180698,.0000114,0,9
0,9.6372348,.0000114,0,9
0,9.6563997,.0000228,0,9
0,9.6810404,.0000114,0,9
0,9.6892539,.0000114,0,9
0,9.7084189,.0000114,0,9
0,9.724846,.0000114,0,9
0,9.7577002,.0000114,0,9
0,9.7631759,.0000114,0,9
0,9.7905544,.0000118,0,9
0,9.7960301,.0000118,0,9
0,9.8069815,.0000118,0,9
0,9.8398357,.0000118,0,9
0,9.8617385,.0000118,0,9
0,9.8644764,.0000118,0,9
0,9.8918549,.0000118,0,9
0,9.8973306,.0000118,0,9
0,9.9247091,.0000119,0,9
0,9.9438741,.0000119,0,9
0,9.9904175,.0000119,0,9
0,10.006845,.0000119,0,10
0,10.053388,.0000118,0,10
0,10.116359,.0000118,0,10
0,10.146475,.0000118,0,10
0,10.173854,.0000118,0,10
0,10.182067,.0000118,0,10
0,10.190281,.0000118,0,10
0,10.193018,.0000118,0,10
0,10.212183,.0000118,0,10
0,10.239562,.0000118,0,10
0,10.2423,.0000118,0,10
0,10.245038,.0000118,0,10
0,10.261465,.0000118,0,10
0,10.264203,.0000118,0,10
0,10.294319,.0000118,0,10
0,10.329911,.0000118,0,10
0,10.340862,.0000118,0,10
0,10.3436,.0000118,0,10
0,10.346338,.0000118,0,10
0,10.379192,.0000118,0,10
0,10.409309,.0000118,0,10
0,10.428474,.0000118,0,10
0,10.439425,.0000118,0,10
0,10.464066,.0000118,0,10
0,10.513347,.0000118,0,10
0,10.516085,.0000237,0,10
0,10.518823,.0000118,0,10
0,10.543463,.0000118,0,10
0,10.584531,.0000119,0,10
0,10.590007,.0000119,0,10
0,10.600958,.0000119,0,10
0,10.617385,.0000119,0,10
0,10.628337,.0000119,0,10
0,10.655715,.0000119,0,10
0,10.666667,.0000119,0,10
0,10.680356,.0000119,0,10
0,10.715948,.0000119,0,10
0,10.729637,.0000119,0,10
0,10.746064,0,4.26e-06,10
0,10.765229,.000012,0,10
0,10.811773,.0000124,0,10
0,10.855578,.0000124,0,10
0,10.86653,.0000124,0,10
0,10.874743,.0000124,0,10
0,10.880219,.0000124,0,10
0,10.907598,.0000124,0,10
0,10.910335,.0000124,0,10
0,10.94319,.0000124,0,10
0,10.948665,.0000124,0,10
0,11.00616,.0000124,0,11
0,11.019849,.0000156,0,11
0,11.052704,.0000246,0,11
0,11.085558,.0000123,0,11
0,11.093771,.0000123,0,11
0,11.096509,.0000123,0,11
0,11.104723,.0000123,0,11
0,11.107461,.0000123,0,11
0,11.132101,.0000123,0,11
0,11.145791,.0000123,0,11
0,11.167693,.0000123,0,11
0,11.216975,.0000123,0,11
0,11.219713,.0000123,0,11
0,11.244353,.0000124,0,11
0,11.252567,.0000123,0,11
0,11.263518,.0000123,0,11
0,11.293634,.0000247,0,11
0,11.318275,.0000124,0,11
0,11.342916,.0000124,0,11
0,11.351129,.0000124,0,11
0,11.353867,.0000124,4.38e-06,11
0,11.397673,.0000124,0,11
0,11.411362,.0000124,0,11
0,11.427789,.0000124,0,11
0,11.457906,.0000124,0,11
0,11.479808,.0000124,0,11
0,11.537303,.0000125,0,11
0,11.55373,.0000125,0,11
0,11.559206,.0000125,0,11
0,11.561944,.0000125,0,11
0,11.570157,.000025,0,11
0,11.572895,.0000125,0,11
0,11.589322,.0000125,0,11
0,11.600274,.0000125,0,11
0,11.608487,.0000125,0,11
0,11.624914,.0000125,0,11
0,11.627652,.0000251,0,11
0,11.66872,.0000125,0,11
0,11.671458,.0000125,0,11
0,11.676934,.0000125,0,11
0,11.693361,.0000125,0,11
0,11.696099,.0000125,0,11
0,11.698836,.0000125,0,11
0,11.704312,.0000125,0,11
0,11.739904,.0000125,0,11
0,11.748118,.0000125,0,11
0,11.797399,.000013,0,11
0,11.802875,.000013,0,11
0,11.816564,.000013,0,11
0,11.887748,0,4.57e-06,11
0,11.904175,.000013,0,11
0,11.917864,.000013,0,11
0,11.920602,.000013,0,11
0,11.939767,.000013,0,11
0,11.964408,.000013,0,11
0,11.994524,.0000131,0,11
0,12.021903,.0000129,0,12
0,12.052019,0,4.53e-06,12
0,12.071184,.000013,0,12
0,12.079398,.0000129,0,12
0,12.082136,.0000129,0,12
0,12.084873,.000013,0,12
0,12.098563,.000026,0,12
0,12.1013,.000013,0,12
0,12.134155,.000013,0,12
0,12.145106,.000013,0,12
0,12.147844,.000013,0,12
0,12.161533,.000013,0,12
0,12.169747,.000013,0,12
0,12.17796,.000013,0,12
0,12.180698,.000013,0,12
0,12.221766,.000013,0,12
0,12.227242,.000013,0,12
0,12.229979,.000013,0,12
0,12.240931,.000013,0,12
0,12.301164,.000013,0,12
0,12.320329,.000013,0,12
0,12.328542,.000026,0,12
0,12.355921,.000013,0,12
0,12.377823,.000013,0,12
0,12.396988,0,4.53e-06,12
0,12.424367,.000013,0,12
0,12.454483,.0000131,0,12
0,12.479124,.0000131,0,12
0,12.495551,.0000262,0,12
0,12.501027,.0000131,0,12
0,12.517454,.0000132,0,12
0,12.542094,.0000131,0,12
0,12.555784,.0000131,0,12
0,12.588638,.0000131,0,12
0,12.591376,.0000131,0,12
0,12.613279,.0000132,0,12
0,12.621492,.0000132,0,12
0,12.62423,.0000132,0,12
0,12.648871,.0000132,0,12
0,12.654346,.0000132,0,12
0,12.657084,.0000132,0,12
0,12.670773,.0000132,0,12
0,12.678987,.0000132,0,12
0,12.703628,.0000263,0,12
0,12.720055,.0000132,0,12
0,12.72553,.0000132,0,12
0,12.741958,.0000132,0,12
0,12.77755,.0000136,0,12
0,12.799452,.0000136,0,12
0,12.813142,.0000272,0,12
0,12.837782,.0000136,0,12
0,12.845996,.0000136,0,12
0,12.859685,.0000136,0,12
0,12.884326,.0000136,0,12
0,12.895277,.0000136,0,12
0,12.898015,.0000136,0,12
0,12.919918,.0000136,0,12
0,12.950034,.0000136,0,12
0,12.963723,.0000136,0,12
0,12.969199,.0000136,0,12
0,12.980151,.0000136,0,12
0,13.007529,.0000136,0,13
0,13.03217,.0000134,0,13
0,13.034908,.0000134,0,13
0,13.045859,.0000134,0,13
0,13.059548,.0000134,0,13
0,13.065024,.0000134,0,13
0,13.067762,.0000134,0,13
0,13.084189,.0000134,0,13
0,13.086927,.0000134,0,13
0,13.100616,.0000135,0,13
0,13.111567,.0000134,0,13
0,13.114305,.0000134,0,13
0,13.119781,.0000134,0,13
0,13.122519,.0000134,0,13
0,13.155373,.0000134,0,13
0,13.199179,.0000134,0,13
0,13.204654,.0000134,0,13
0,13.218344,.0000134,0,13
0,13.223819,.0000134,0,13
0,13.232033,.0000134,0,13
0,13.267625,.0000134,0,13
0,13.295003,.0000135,0,13
0,13.319644,.0000135,0,13
0,13.327858,.0000135,0,13
0,13.333333,.0000135,0,13
0,13.341547,.0000135,0,13
0,13.344285,.0000135,0,13
0,13.377139,0,4.60e-06,13
0,13.382615,.0000135,0,13
0,13.40178,.0000135,0,13
0,13.407255,.0000135,0,13
0,13.415469,.000027,0,13
0,13.429158,.0000135,0,13
0,13.453799,.0000135,0,13
0,13.462012,.0000135,0,13
0,13.470226,.0000135,0,13
0,13.472964,.0000135,0,13
0,13.494867,.0000135,0,13
0,13.500342,.0000136,0,13
0,13.514031,.0000271,0,13
0,13.566051,.0000136,0,13
0,13.585216,.0000271,0,13
0,13.598905,.0000136,0,13
0,13.609856,.0000136,0,13
0,13.612594,.0000136,0,13
0,13.615332,.0000136,0,13
0,13.653662,.0000136,0,13
0,13.670089,.0000272,0,13
0,13.672827,.0000136,0,13
0,13.68104,.0000136,0,13
0,13.700205,.0000136,0,13
0,13.708419,.0000136,0,13
0,13.735797,.0000136,0,13
0,13.7577,.0000136,0,13
0,13.763176,.0000136,0,13
0,13.768652,.0000136,0,13
0,13.790554,.0000141,0,13
0,13.806982,.0000141,0,13
0,13.828884,.0000281,0,13
0,13.83436,.000014,0,13
0,13.842574,.000028,0,13
0,13.867214,.000014,0,13
0,13.880903,.000014,0,13
0,13.883641,.000014,4.76e-06,13
0,13.908282,.000014,0,13
0,13.921971,.000014,0,13
0,13.932923,.000014,0,13
0,13.943874,.000014,0,13
0,13.952088,.000014,0,13
0,14.009582,.000014,0,14
0,14.017796,.000014,0,14
0,14.034223,.000014,0,14
0,14.047912,.000014,0,14
0,14.053388,.000014,0,14
0,14.061602,.000014,0,14
0,14.072553,.000014,0,14
0,14.086242,.000014,0,14
0,14.116359,.000014,0,14
0,14.124572,.000014,0,14
0,14.135524,.000014,0,14
0,14.160164,.000014,0,14
0,14.179329,.0000279,0,14
0,14.206708,.000014,0,14
0,14.231348,.000014,0,14
0,14.236824,.000014,0,14
0,14.255989,.000014,0,14
0,14.261465,.000014,0,14
0,14.269678,.000014,0,14
0,14.275154,0,4.80e-06,14
0,14.283368,.000014,0,14
0,14.335387,.000014,0,14
0,14.338125,.000042,0,14
0,14.354552,.000028,0,14
0,14.360027,0,4.80e-06,14
0,14.368241,.000014,0,14
0,14.370979,0,4.80e-06,14
0,14.390144,.000014,0,14
0,14.392882,0,4.80e-06,14
0,14.414784,.000014,0,14
0,14.436687,.000014,0,14
0,14.450376,.000014,0,14
0,14.464066,.000014,0,14
0,14.485969,.000014,0,14
0,14.488706,.000014,0,14
0,14.524298,.000014,0,14
0,14.546201,.000014,0,14
0,14.55989,.000014,0,14
0,14.57358,.000014,0,14
0,14.59822,.000014,0,14
0,14.600958,.000014,0,14
0,14.606434,.000014,0,14
0,14.614648,.000014,0,14
0,14.622861,.0000141,0,14
0,14.644764,.0000141,0,14
0,14.647502,.0000141,0,14
0,14.652977,.0000141,0,14
0,14.67488,.0000141,0,14
0,14.694045,.0000141,0,14
0,14.699521,.0000141,0,14
0,14.707734,.0000141,0,14
0,14.765229,.0000141,0,14
0,14.800821,.0000146,0,14
0,14.817248,.0000146,0,14
0,14.855578,.0000146,0,14
0,14.858316,.0000146,0,14
0,14.896646,.0000146,0,14
0,14.9295,.0000146,0,14
0,14.934976,.0000146,0,14
0,14.937714,.0000146,0,14
0,14.948665,.0000292,0,14
0,14.954141,.0000146,0,14
0,14.956879,.0000146,0,14
0,14.959617,.0000146,0,14
0,14.976044,.0000146,0,14
0,15.008898,.0000146,0,15
0,15.019849,.0000188,0,15
0,15.022587,.0000145,0,15
0,15.041752,.0000145,0,15
0,15.04449,.0000145,0,15
0,15.060917,.0000145,0,15
0,15.063655,.0000145,0,15
0,15.066393,.0000145,0,15
0,15.088296,.0000146,0,15
0,15.112936,.0000146,0,15
0,15.115674,.0000145,0,15
0,15.148528,.0000145,0,15
0,15.18412,.0000146,0,15
0,15.186858,.0000145,0,15
0,15.192334,.0000146,0,15
0,15.241615,.0000291,0,15
0,15.244353,.0000292,0,15
0,15.26078,.0000146,0,15
0,15.263518,.0000146,0,15
0,15.268994,0,4.94e-06,15
0,15.277207,.0000146,0,15
0,15.279945,.0000146,0,15
0,15.293634,.0000146,0,15
0,15.296372,.0000146,0,15
0,15.29911,.0000146,0,15
0,15.301848,.0000146,0,15
0,15.312799,0,4.93e-06,15
0,15.318275,0,4.95e-06,15
0,15.321013,.0000146,0,15
0,15.326489,.0000146,0,15
0,15.331964,.0000146,0,15
0,15.345654,.0000146,0,15
0,15.394935,.0000146,0,15
0,15.408624,.0000146,0,15
0,15.430527,.0000146,0,15
0,15.433265,.0000146,0,15
0,15.441478,.0000146,0,15
0,15.45243,.0000146,0,15
0,15.455168,.0000146,0,15
0,15.482546,.0000146,0,15
0,15.49076,.0000146,0,15
0,15.504449,.0000292,0,15
0,15.537303,.0000146,0,15
0,15.559206,.0000146,0,15
0,15.575633,.0000146,0,15
0,15.578371,.0000146,0,15
0,15.603012,.0000147,0,15
0,15.608487,0,5.03e-06,15
0,15.622177,.0000147,0,15
0,15.644079,.0000294,0,15
0,15.646817,.0000147,0,15
0,15.685147,.0000147,0,15
0,15.687885,.0000147,0,15
0,15.696099,.0000147,0,15
0,15.704312,.0000147,0,15
0,15.723477,.0000147,0,15
0,15.770021,.0000152,0,15
0,15.780972,.0000152,0,15
0,15.789185,0,5.27e-06,15
0,15.824778,.0000152,0,15
0,15.830253,.0000152,0,15
0,15.835729,.0000152,0,15
0,15.838467,.0000152,0,15
0,15.843943,.0000152,0,15
0,15.84668,.0000152,0,15
0,15.849418,.0000152,0,15
0,15.868583,.0000152,0,15
0,15.887748,.0000152,0,15
0,15.893224,.0000152,0,15
0,15.895962,.0000152,0,15
0,15.904175,.0000152,0,15
0,15.920602,.0000153,0,15
0,15.926078,.0000153,0,15
0,15.931554,.0000153,0,15
0,15.934292,.0000153,0,15
0,15.953457,.0000153,0,15
0,15.967146,0,5.27e-06,15
0,15.972621,.0000153,0,15
0,15.975359,.0000153,0,15
0,15.980835,.0000153,0,15
0,15.983573,.0000153,0,15
0,16.008214,.0000153,0,16
0,16.019165,.0000153,0,16
0,16.068446,.0000151,0,16
0,16.104038,.0000151,0,16
0,16.123203,.0000151,0,16
0,16.13963,.0000151,0,16
0,16.17796,.0000151,0,16
0,16.19165,.0000151,0,16
0,16.194387,.0000151,0,16
0,16.197125,.0000151,0,16
0,16.208077,.0000151,0,16
0,16.210815,.0000151,0,16
0,16.213552,.0000151,0,16
0,16.229979,.0000151,0,16
0,16.246407,.0000151,0,16
0,16.25462,.0000151,0,16
0,16.279261,.0000151,0,16
0,16.284736,.0000151,0,16
0,16.314853,.0000151,0,16
0,16.339493,.0000151,0,16
0,16.372348,.0000302,0,16
0,16.386037,.0000151,0,16
0,16.402464,.0000151,0,16
0,16.40794,.0000302,0,16
0,16.413415,.0000151,0,16
0,16.43258,.0000151,0,16
0,16.435318,.0000151,0,16
0,16.443532,.0000151,0,16
0,16.451745,.0000151,0,16
0,16.457221,.0000151,0,16
0,16.459959,.0000151,0,16
0,16.492813,.0000151,0,16
0,16.542094,.0000151,0,16
0,16.555784,.0000151,0,16
0,16.558522,.0000151,0,16
0,16.566735,.0000151,0,16
0,16.569473,.0000151,0,16
0,16.572211,.0000151,0,16
0,16.5859,.0000151,0,16
0,16.591376,.0000152,0,16
0,16.596851,.0000152,0,16
0,16.602327,.0000152,0,16
0,16.605065,.0000152,0,16
0,16.613279,.0000152,0,16
0,16.62423,.0000152,0,16
0,16.626968,.0000303,0,16
0,16.629706,.0000152,0,16
0,16.640657,.0000152,0,16
0,16.678987,.0000152,0,16
0,16.731006,.0000303,0,16
0,16.752909,.0000152,0,16
0,16.774812,.0000157,0,16
0,16.799452,.0000157,0,16
0,16.804928,.0000157,0,16
0,16.821355,.0000157,0,16
0,16.824093,.0000157,0,16
0,16.835044,.0000157,0,16
0,16.854209,.0000157,0,16
0,16.867899,0,5.40e-06,16
0,16.884326,.0000157,0,16
0,16.887064,.0000157,0,16
0,16.903491,.0000157,0,16
0,16.911704,.0000157,0,16
0,16.914442,.0000158,0,16
0,16.928131,.0000157,0,16
0,16.933607,.0000315,0,16
0,16.947296,0,5.39e-06,16
0,16.950034,.0000157,0,16
0,16.958248,.0000157,0,16
0,16.963723,.0000157,0,16
0,16.999316,0,5.39e-06,16
0,17.021218,.0000154,0,17
0,17.037645,0,5.29e-06,17
0,17.065024,0,5.28e-06,17
0,17.073238,0,5.29e-06,17
0,17.075975,.0000154,0,17
0,17.081451,.0000154,0,17
0,17.092402,.0000154,0,17
0,17.097878,.0000154,0,17
0,17.122519,.0000308,0,17
0,17.127995,.0000154,0,17
0,17.136208,.0000308,0,17
0,17.158111,.0000154,0,17
0,17.174538,.0000154,0,17
0,17.177276,.0000308,0,17
0,17.180014,.0000308,5.26e-06,17
0,17.196441,.0000154,0,17
0,17.207392,.0000154,0,17
0,17.215606,.0000154,0,17
0,17.226557,.0000154,0,17
0,17.229295,.0000154,0,17
0,17.259411,.0000154,0,17
0,17.267625,.0000154,0,17
0,17.270363,.0000154,0,17
0,17.278576,.0000309,0,17
0,17.311431,.0000154,0,17
0,17.314168,.0000154,0,17
0,17.319644,.0000154,0,17
0,17.330595,.0000309,0,17
0,17.382615,.0000154,0,17
0,17.40178,0,5.27e-06,17
0,17.409993,.0000154,0,17
0,17.429158,.0000155,0,17
0,17.472964,.0000155,0,17
0,17.486653,.0000155,0,17
0,17.514031,.0000155,0,17
0,17.516769,.0000155,0,17
0,17.519507,.0000311,0,17
0,17.552361,.0000155,0,17
0,17.557837,.0000155,0,17
0,17.563313,.0000155,0,17
0,17.566051,.0000155,0,17
0,17.568789,.0000311,0,17
0,17.574264,.0000156,0,17
0,17.598905,0,5.28e-06,17
0,17.607118,.0000156,0,17
0,17.609856,0,5.30e-06,17
0,17.612594,.0000156,0,17
0,17.615332,.0000156,0,17
0,17.61807,0,5.31e-06,17
0,17.626283,.0000156,0,17
0,17.634497,.0000155,0,17
0,17.661875,0,5.30e-06,17
0,17.667351,.0000155,0,17
