# 
# QCancer(Lung)-2011 data tables.
# Copyright 2011 ClinRisk Ltd. 
#  
# This work is licenced under the Creative Commons Attribution-NoDerivs 2.0 UK: England & Wales License. 
# To view a copy of this licence, visit http://creativecommons.org/licenses/by-nd/2.0/uk/ or send a letter to Creative Commons, 171 Second Street, Suite 300, San Francisco, California 94105, USA.
# 
# 
sex1,_t,basehaz_death_0_30,basehaz_event_0_30,timeyears
1,22.642026,.0000158,0,22
1,22.655715,.0000158,0,22
1,22.658453,.0000317,7.73e-06,22
1,22.677618,.0000158,0,22
1,22.685832,.0000317,0,22
1,22.688569,.0000158,0,22
1,22.694045,.0000158,0,22
1,22.696783,.0000317,0,22
1,22.699521,.0000159,0,22
1,22.724162,.0000159,0,22
1,22.726899,.0000159,0,22
1,22.729637,0,7.75e-06,22
1,22.735113,.0000159,0,22
1,22.754278,.0000158,0,22
1,22.759754,.0000158,0,22
1,22.765229,.0000159,0,22
1,22.770705,.0000489,0,22
1,22.784394,.0000163,0,22
1,22.792608,.0000163,0,22
1,22.795346,.0000163,0,22
1,22.800821,.0000163,0,22
1,22.806297,.0000163,0,22
1,22.811773,.0000163,0,22
1,22.817248,.0000163,0,22
1,22.819986,.0000163,0,22
1,22.822724,.0000163,0,22
1,22.825462,0,8.00e-06,22
1,22.8282,.0000163,0,22
1,22.830938,.0000163,0,22
1,22.844627,.0000163,0,22
1,22.855578,.0000326,0,22
1,22.861054,.0000163,0,22
1,22.86653,.0000163,0,22
1,22.869268,.0000163,0,22
1,22.874743,.0000163,0,22
1,22.882957,.0000163,0,22
1,22.888433,.0000325,8.00e-06,22
1,22.910335,.0000326,0,22
1,22.913073,.0000163,0,22
1,22.921287,.0000163,0,22
1,22.926762,.0000163,0,22
1,22.932238,.0000325,0,22
1,22.94319,0,8.03e-06,22
1,22.948665,.0000163,0,22
1,22.956879,.0000163,0,22
1,22.96783,.0000163,0,22
1,22.970568,.0000163,0,22
1,22.973306,.0000163,0,22
1,22.986995,.0000326,0,22
1,22.989733,.0000163,0,22
1,23.011636,.0000163,0,23
1,23.017112,.0000163,0,23
1,23.019849,.0000216,0,23
1,23.025325,.0000154,0,23
1,23.033539,.0000309,0,23
1,23.036277,.0000154,0,23
1,23.047228,.0000154,0,23
1,23.049966,.0000462,0,23
1,23.052704,.0000154,0,23
1,23.055441,.0000154,7.65e-06,23
1,23.069131,.0000308,0,23
1,23.074606,.0000154,0,23
1,23.080082,.0000154,0,23
1,23.085558,.0000154,0,23
1,23.091034,.0000154,0,23
1,23.096509,.0000308,0,23
1,23.101985,.0000307,0,23
1,23.107461,.0000154,0,23
1,23.112936,.0000154,0,23
1,23.123888,.0000154,0,23
1,23.126626,.0000307,0,23
1,23.148528,.0000461,0,23
1,23.162218,.0000154,0,23
1,23.167693,.0000154,0,23
1,23.170431,.0000154,0,23
1,23.181383,0,7.63e-06,23
1,23.195072,.0000307,0,23
1,23.19781,.0000154,0,23
1,23.200548,.0000154,0,23
1,23.216975,.0000154,0,23
1,23.233402,.0000154,0,23
1,23.23614,.0000307,0,23
1,23.241615,.0000307,0,23
1,23.244353,.0000154,0,23
1,23.249829,0,7.65e-06,23
1,23.252567,.0000153,0,23
1,23.258042,.0000153,0,23
1,23.268994,.000046,0,23
1,23.27447,.0000153,0,23
1,23.277207,.0000153,0,23
1,23.288159,.0000153,0,23
1,23.290897,.0000307,0,23
1,23.293634,.0000153,7.65e-06,23
1,23.296372,.0000153,0,23
1,23.310062,0,.0000153,23
1,23.315537,.0000153,0,23
1,23.321013,.0000307,0,23
1,23.33744,.0000153,0,23
1,23.340178,.0000153,0,23
1,23.342916,.0000153,0,23
1,23.348392,.0000307,0,23
1,23.353867,.0000306,0,23
1,23.356605,.0000153,0,23
1,23.359343,.0000153,0,23
1,23.362081,.0000461,0,23
1,23.367556,.0000153,0,23
1,23.370294,.0000153,0,23
1,23.378508,.000046,0,23
1,23.381246,.000046,0,23
1,23.386721,.0000153,0,23
1,23.394935,.0000153,0,23
1,23.397673,.0000153,0,23
1,23.400411,.0000153,0,23
1,23.408624,.0000153,0,23
1,23.425051,.0000153,0,23
1,23.427789,.0000306,0,23
1,23.438741,.000046,0,23
1,23.441478,.0000153,0,23
1,23.446954,.0000153,0,23
1,23.45243,.0000153,0,23
1,23.455168,.0000307,0,23
1,23.466119,.0000153,0,23
1,23.468857,.0000153,0,23
1,23.479808,.0000153,0,23
1,23.482546,.0000153,0,23
1,23.488022,.0000307,0,23
1,23.509925,.0000307,0,23
1,23.523614,.0000153,0,23
1,23.52909,.0000153,0,23
1,23.531828,.0000153,0,23
1,23.534565,.0000153,0,23
1,23.537303,.0000153,0,23
1,23.542779,.0000154,0,23
1,23.548255,.0000154,0,23
1,23.556468,.0000154,0,23
1,23.559206,.0000307,0,23
1,23.570157,.0000153,0,23
1,23.578371,.0000153,0,23
1,23.581109,0,7.60e-06,23
1,23.583847,.0000154,0,23
1,23.600274,.0000153,0,23
1,23.608487,0,7.60e-06,23
1,23.611225,.0000153,0,23
1,23.619439,.000046,0,23
1,23.627652,.0000153,0,23
1,23.63039,.0000153,0,23
1,23.635866,.0000153,7.59e-06,23
1,23.641342,.0000153,0,23
1,23.646817,.0000153,0,23
1,23.652293,.0000153,0,23
1,23.660507,.0000153,0,23
1,23.665982,.0000306,7.59e-06,23
1,23.682409,.0000306,0,23
1,23.687885,.0000306,0,23
1,23.690623,.0000153,0,23
1,23.704312,.0000307,0,23
1,23.715264,.0000153,0,23
1,23.731691,.0000153,0,23
1,23.742642,.0000153,0,23
1,23.748118,0,7.61e-06,23
1,23.753593,.0000307,0,23
1,23.761807,.0000153,0,23
1,23.764545,.0000154,7.64e-06,23
1,23.770021,.0000157,0,23
1,23.780972,.0000157,0,23
1,23.791923,.0000157,0,23
1,23.794661,.0000314,0,23
1,23.800137,.0000157,0,23
1,23.80835,.0000157,7.88e-06,23
1,23.811088,0,7.88e-06,23
1,23.816564,0,7.88e-06,23
1,23.824778,.0000157,0,23
1,23.827515,.0000157,0,23
1,23.838467,.0000157,0,23
1,23.843943,.0000157,0,23
1,23.84668,0,7.89e-06,23
1,23.849418,.0000314,7.89e-06,23
1,23.854894,.0000157,0,23
1,23.863107,.0000157,0,23
1,23.865845,.0000157,0,23
1,23.868583,0,7.88e-06,23
1,23.88501,.0000157,0,23
1,23.893224,.0000157,0,23
1,23.895962,.0000314,0,23
1,23.904175,.0000157,0,23
1,23.912389,.0000157,0,23
1,23.917864,.0000156,0,23
1,23.926078,.0000156,0,23
1,23.937029,.0000157,7.83e-06,23
1,23.950719,0,7.83e-06,23
1,23.953457,.0000157,0,23
1,23.956194,.0000157,7.84e-06,23
1,23.964408,.0000156,0,23
1,23.967146,.0000157,0,23
1,23.972621,.0000313,7.81e-06,23
1,23.978097,0,7.81e-06,23
1,23.980835,.0000156,0,23
1,23.986311,.0000157,0,23
1,23.989049,.0000312,0,23
1,24,0,7.79e-06,24
1,24.008214,.0000313,0,24
1,24.013689,.0000313,0,24
1,24.016427,.0000312,0,24
1,24.021903,.0000154,0,24
1,24.030116,.0000308,0,24
1,24.035592,.0000154,0,24
1,24.043806,.0000154,0,24
1,24.046543,.0000154,7.68e-06,24
1,24.052019,.0000154,7.68e-06,24
1,24.057495,.0000308,7.68e-06,24
1,24.060233,.0000154,0,24
1,24.065708,.0000154,0,24
1,24.079398,.0000462,0,24
1,24.082136,.0000154,7.68e-06,24
1,24.1013,0,7.67e-06,24
1,24.104038,.0000154,0,24
1,24.109514,.0000307,7.63e-06,24
1,24.112252,.0000154,0,24
1,24.11499,.0000154,0,24
1,24.117728,.0000615,0,24
1,24.123203,0,7.63e-06,24
1,24.128679,.0000154,0,24
1,24.134155,.0000307,0,24
1,24.136893,.0000307,0,24
1,24.145106,.0000154,0,24
1,24.147844,.0000154,0,24
1,24.150582,.0000307,0,24
1,24.156057,.0000154,0,24
1,24.161533,.0000154,0,24
1,24.172485,0,7.58e-06,24
1,24.175222,.0000154,0,24
1,24.180698,.0000154,0,24
1,24.183436,.0000154,0,24
1,24.188912,.0000307,0,24
1,24.19165,.0000154,0,24
1,24.205339,.0000154,0,24
1,24.213552,.0000307,0,24
1,24.21629,0,7.55e-06,24
1,24.224504,.0000153,0,24
1,24.227242,.0000154,0,24
1,24.229979,.0000153,0,24
1,24.238193,.0000153,0,24
1,24.249144,.0000153,0,24
1,24.251882,.0000154,0,24
1,24.257358,.0000154,0,24
1,24.260096,0,7.53e-06,24
1,24.265572,.0000307,0,24
1,24.268309,.0000154,0,24
1,24.271047,.0000154,0,24
1,24.276523,.0000307,0,24
1,24.279261,.0000154,0,24
1,24.281999,.0000154,0,24
1,24.284736,.0000154,0,24
1,24.287474,.0000154,7.54e-06,24
1,24.295688,.0000154,7.54e-06,24
1,24.301164,.0000154,0,24
1,24.303901,.0000461,0,24
1,24.309377,.0000154,0,24
1,24.312115,0,7.53e-06,24
1,24.314853,.0000154,0,24
1,24.328542,.0000154,0,24
1,24.33128,.0000154,0,24
1,24.336756,0,7.53e-06,24
1,24.339493,.0000307,0,24
1,24.342231,.0000307,0,24
1,24.347707,0,7.52e-06,24
1,24.350445,.0000154,7.52e-06,24
1,24.358658,.0000307,0,24
1,24.364134,.0000307,0,24
1,24.375086,.0000154,0,24
1,24.380561,.0000154,0,24
1,24.386037,.0000154,0,24
1,24.388775,.0000154,7.52e-06,24
1,24.391513,.0000307,0,24
1,24.394251,.0000307,0,24
1,24.396988,.0000154,0,24
1,24.402464,.0000154,0,24
1,24.40794,.0000154,0,24
1,24.421629,.0000307,0,24
1,24.43258,.0000154,0,24
1,24.435318,0,7.50e-06,24
1,24.438056,.0000154,0,24
1,24.443532,.0000307,0,24
1,24.449008,.0000154,0,24
1,24.451745,.0000154,7.50e-06,24
1,24.457221,.0000154,0,24
1,24.465435,.0000154,7.50e-06,24
1,24.473648,0,7.49e-06,24
1,24.481862,.0000154,0,24
1,24.4846,.0000154,0,24
1,24.487337,.0000154,7.50e-06,24
1,24.490075,.0000154,0,24
1,24.492813,.0000154,0,24
1,24.501027,.0000154,0,24
1,24.514716,.0000309,0,24
1,24.517454,.0000155,0,24
1,24.558522,.0000154,0,24
1,24.563997,.0000154,0,24
1,24.566735,.0000154,0,24
1,24.569473,.0000154,7.48e-06,24
1,24.574949,.0000154,0,24
1,24.577687,0,7.50e-06,24
1,24.583162,.0000618,0,24
1,24.5859,.0000154,0,24
1,24.594114,.0000309,0,24
1,24.599589,.0000155,0,24
1,24.618754,.0000309,0,24
1,24.635181,.0000155,0,24
1,24.646133,0,7.48e-06,24
1,24.648871,.0000154,0,24
1,24.657084,.0000154,0,24
1,24.659822,.0000154,0,24
1,24.665298,.0000154,0,24
1,24.678987,.0000154,0,24
1,24.681725,.0000155,0,24
1,24.692676,.0000154,0,24
1,24.695414,.0000154,7.45e-06,24
1,24.698152,.0000155,0,24
1,24.711841,.0000155,0,24
1,24.722793,0,7.44e-06,24
1,24.733744,.0000155,0,24
1,24.741958,.0000155,0,24
1,24.752909,.0000155,0,24
1,24.758385,.0000155,0,24
1,24.766598,.0000155,0,24
1,24.769336,.0000155,0,24
1,24.77755,.0000159,0,24
1,24.785763,.0000159,0,24
1,24.793977,.0000159,0,24
1,24.796715,.0000159,0,24
1,24.799452,.0000317,0,24
1,24.810404,.0000159,0,24
1,24.813142,.0000159,7.69e-06,24
1,24.818617,.0000159,0,24
1,24.837782,.0000159,0,24
1,24.84052,.0000159,0,24
1,24.843258,.0000159,0,24
1,24.848734,.0000159,0,24
1,24.856947,.0000317,0,24
1,24.859685,.0000159,0,24
1,24.873374,.0000159,0,24
1,24.876112,.0000159,0,24
1,24.887064,.0000159,0,24
1,24.895277,0,7.66e-06,24
1,24.898015,.0000159,0,24
1,24.900753,.0000159,0,24
1,24.914442,.0000159,7.69e-06,24
1,24.91718,0,7.66e-06,24
1,24.922656,.0000159,7.66e-06,24
1,24.925394,.0000158,0,24
1,24.930869,.0000158,0,24
1,24.933607,.0000159,0,24
1,24.941821,.0000158,0,24
1,24.944559,.0000158,0,24
1,24.947296,.0000158,0,24
1,24.950034,.0000158,0,24
1,24.95551,.0000158,0,24
1,24.960986,.0000317,0,24
1,24.963723,.0000317,0,24
1,24.969199,0,7.66e-06,24
1,24.971937,.0000158,0,24
1,24.977413,.0000158,0,24
1,24.982888,.0000158,0,24
1,24.988364,.0000475,0,24
1,25.002053,.0000158,0,25
1,25.015743,.0000158,0,25
1,25.01848,.0000158,0,25
1,25.021218,.0000166,7.94e-06,25
1,25.029432,.0000166,7.95e-06,25
1,25.03217,0,7.94e-06,25
1,25.037645,.0000166,0,25
1,25.043121,.0000332,0,25
1,25.048597,.0000332,0,25
1,25.051335,.0000166,0,25
1,25.059548,.0000332,0,25
1,25.062286,.0000332,0,25
1,25.065024,.0000166,0,25
1,25.067762,.0000498,0,25
1,25.078713,.0000166,0,25
1,25.081451,.0000664,0,25
1,25.086927,.0000498,0,25
1,25.089665,0,7.91e-06,25
1,25.09514,.0000332,0,25
1,25.100616,.0000166,0,25
1,25.103354,.0000331,0,25
1,25.10883,.0000166,0,25
1,25.117043,.0000166,0,25
1,25.119781,.0000166,0,25
1,25.125257,.0000166,0,25
1,25.127995,.0000166,0,25
1,25.138946,.0000166,0,25
1,25.141684,.0000166,0,25
1,25.149897,.0000166,0,25
1,25.152635,.0000166,0,25
1,25.160849,.0000166,0,25
1,25.166324,.0000166,0,25
1,25.169062,.0000166,0,25
1,25.180014,0,7.87e-06,25
1,25.185489,.0000333,7.88e-06,25
1,25.188227,.0000166,0,25
1,25.193703,.0000332,0,25
1,25.215606,.0000166,0,25
1,25.218344,.0000166,0,25
1,25.221081,0,7.89e-06,25
1,25.226557,.0000332,0,25
1,25.229295,.0000333,0,25
1,25.234771,.0000166,0,25
1,25.237509,.0000166,0,25
1,25.240246,.0000166,0,25
1,25.245722,.0000333,0,25
1,25.24846,.0000333,0,25
1,25.256674,.0000167,0,25
1,25.259411,.0000333,0,25
1,25.267625,.0000333,0,25
1,25.270363,.0000167,0,25
1,25.281314,.0000667,0,25
1,25.292266,.0000167,0,25
1,25.295003,.0000333,0,25
1,25.297741,.0000167,0,25
1,25.308693,.0000167,0,25
1,25.311431,.0000167,0,25
1,25.314168,.0000167,0,25
1,25.316906,.0000167,0,25
1,25.322382,.0000167,0,25
1,25.336071,.0000167,0,25
1,25.341547,.0000333,0,25
1,25.352498,.0000167,0,25
1,25.355236,.0000333,0,25
1,25.374401,.0000167,0,25
1,25.377139,.0000333,0,25
1,25.385352,.0000333,7.81e-06,25
1,25.38809,.0000167,0,25
1,25.390828,.0000166,0,25
1,25.399042,.0000166,0,25
1,25.407255,.0000166,7.84e-06,25
1,25.409993,.0000166,0,25
1,25.412731,.0000166,0,25
1,25.429158,.0000166,0,25
1,25.434634,.0000166,0,25
1,25.445585,.0000166,0,25
1,25.451061,.0000166,7.82e-06,25
1,25.453799,.0000166,7.82e-06,25
1,25.459274,0,7.80e-06,25
1,25.46475,.0000498,0,25
1,25.467488,.0000332,0,25
1,25.470226,0,7.80e-06,25
1,25.472964,0,7.80e-06,25
1,25.475702,.0000166,0,25
1,25.483915,.0000498,0,25
1,25.486653,.0000333,0,25
1,25.489391,.0000166,0,25
1,25.50308,.0000333,0,25
1,25.514031,0,7.83e-06,25
1,25.527721,.0000166,0,25
1,25.538672,.0000333,0,25
1,25.546886,.0000333,0,25
1,25.549624,.0000333,0,25
1,25.552361,.0000167,0,25
1,25.557837,.0000167,0,25
1,25.566051,.0000167,0,25
1,25.568789,.0000167,0,25
1,25.574264,.0000167,0,25
1,25.582478,.0000167,0,25
1,25.585216,.0000333,0,25
1,25.587953,.0000167,0,25
1,25.598905,.0000167,0,25
1,25.601643,.0000167,0,25
1,25.604381,0,7.84e-06,25
1,25.607118,.0000167,7.84e-06,25
1,25.609856,.0000167,0,25
1,25.637235,.0000166,0,25
1,25.64271,.0000166,0,25
1,25.645448,.00005,0,25
1,25.648186,.0000167,0,25
1,25.653662,.0000167,7.83e-06,25
1,25.6564,.0000167,0,25
1,25.661875,.0000167,7.83e-06,25
1,25.664613,.0000167,0,25
1,25.667351,.0000167,0,25
1,25.670089,.0000167,0,25
1,25.672827,.0000167,7.84e-06,25
1,25.686516,.0000167,0,25
1,25.691992,.0000167,0,25
1,25.69473,.0000167,0,25
1,25.702943,.0000499,0,25
1,25.708419,.0000167,0,25
1,25.716632,.0000166,0,25
1,25.722108,.0000167,0,25
1,25.744011,0,7.82e-06,25
1,25.746749,.0000334,0,25
1,25.752225,.0000167,0,25
1,25.754962,0,7.82e-06,25
1,25.7577,.0000334,0,25
1,25.760438,.0000334,7.82e-06,25
1,25.768652,.0000334,0,25
1,25.779603,.0000171,0,25
1,25.790554,.0000171,0,25
1,25.79603,.0000171,8.11e-06,25
1,25.798768,.0000171,0,25
1,25.801506,.0000171,0,25
1,25.809719,.0000171,0,25
1,25.820671,.0000342,0,25
1,25.826146,.0000513,0,25
1,25.837098,.0000171,0,25
1,25.839836,.0000342,8.08e-06,25
1,25.842574,.0000171,0,25
1,25.848049,.0000171,0,25
1,25.850787,.0000171,0,25
1,25.853525,.0000171,0,25
1,25.864476,.0000171,8.07e-06,25
1,25.869952,.0000171,0,25
1,25.886379,.0000171,0,25
1,25.889117,.0000171,0,25
1,25.902806,.0000171,0,25
1,25.905544,.0000513,0,25
1,25.908282,.0000171,0,25
1,25.91102,.0000171,0,25
1,25.916496,.0000171,8.05e-06,25
1,25.919233,.0000171,0,25
1,25.930185,.0000171,0,25
1,25.935661,0,8.02e-06,25
1,25.943874,.0000171,8.00e-06,25
1,25.946612,.0000171,8.01e-06,25
1,25.94935,.0000171,0,25
1,25.954825,.0000171,0,25
1,25.968515,.0000513,0,25
1,25.971253,.0000342,0,25
1,25.98768,.0000171,0,25
1,25.993155,.0000171,0,25
1,25.995893,.0000171,0,25
1,25.998631,.0000171,0,25
1,26.009582,0,8.02e-06,26
1,26.015058,.0000171,0,26
1,26.020534,.0000464,.0000102,26
1,26.023272,.000017,0,26
1,26.028747,.000017,7.97e-06,26
1,26.036961,.0000171,0,26
1,26.039699,.0000341,0,26
1,26.045175,.000017,0,26
1,26.05065,0,7.97e-06,26
1,26.058864,.0000171,0,26
1,26.064339,.000017,0,26
1,26.069815,.0000171,0,26
1,26.072553,.0000171,0,26
1,26.080767,.0000341,0,26
1,26.083504,.0000171,0,26
1,26.086242,.0000171,0,26
1,26.094456,0,7.97e-06,26
1,26.099932,.0000512,0,26
1,26.102669,.0000341,0,26
1,26.110883,.0000171,0,26
1,26.121834,.0000171,0,26
1,26.124572,.0000171,0,26
1,26.12731,.0000171,0,26
1,26.132786,.0000171,0,26
1,26.138261,.0000341,0,26
1,26.140999,.0000171,0,26
1,26.143737,.0000171,0,26
1,26.16564,.0000171,0,26
1,26.168378,.0000171,0,26
1,26.179329,.0000171,8.00e-06,26
1,26.187543,.0000171,0,26
1,26.198494,.0000171,0,26
1,26.201232,.0000171,0,26
1,26.206708,.0000171,0,26
1,26.209446,.0000342,0,26
1,26.212183,.0000342,0,26
1,26.214921,.0000171,0,26
1,26.217659,.0000171,0,26
1,26.231348,.0000171,0,26
1,26.234086,.0000171,0,26
1,26.236824,0,7.96e-06,26
1,26.239562,.0000171,0,26
1,26.247775,.0000171,0,26
1,26.250513,.0000342,0,26
1,26.255989,.0000171,0,26
1,26.261465,.0000342,0,26
1,26.26694,.0000512,0,26
1,26.272416,.0000171,0,26
1,26.277892,.0000171,0,26
1,26.28063,.0000342,0,26
1,26.283368,.0000513,0,26
1,26.286105,.0000342,0,26
1,26.288843,.0000171,0,26
1,26.291581,.0000171,0,26
1,26.294319,.0000513,0,26
1,26.297057,.0000171,0,26
1,26.308008,.0000171,0,26
1,26.313484,.0000171,0,26
1,26.316222,.0000171,0,26
1,26.324435,.0000171,0,26
1,26.335387,.0000342,0,26
1,26.338125,.0000171,7.97e-06,26
1,26.340862,.0000171,0,26
1,26.349076,.0000171,0,26
1,26.351814,.0000171,0,26
1,26.35729,.0000171,0,26
1,26.362765,.0000171,0,26
1,26.368241,.0000171,0,26
1,26.373717,.0000171,0,26
1,26.376454,.0000171,0,26
1,26.379192,.0000171,0,26
1,26.390144,.0000171,0,26
1,26.398357,.0000171,0,26
1,26.401095,.0000171,0,26
1,26.406571,.0000343,0,26
1,26.412047,0,7.99e-06,26
1,26.428474,.0000171,0,26
1,26.447639,.0000171,0,26
1,26.450376,.0000513,0,26
1,26.453114,.0000171,0,26
1,26.455852,.0000171,0,26
1,26.45859,.0000171,0,26
1,26.461328,.0000342,0,26
1,26.466804,.0000342,0,26
1,26.477755,.0000171,0,26
1,26.49692,.0000171,0,26
1,26.505133,.0000343,0,26
1,26.510609,.0000171,0,26
1,26.521561,.0000342,0,26
1,26.524298,.0000171,0,26
1,26.532512,.0000171,0,26
1,26.543463,.0000171,0,26
1,26.546201,.0000343,0,26
1,26.548939,.0000343,0,26
1,26.551677,.0000171,0,26
1,26.554415,.0000171,0,26
1,26.570842,.0000514,0,26
1,26.57358,.0000342,0,26
1,26.581793,.0000171,0,26
1,26.587269,0,7.92e-06,26
1,26.590007,.0000171,0,26
1,26.595483,.0000171,0,26
1,26.59822,.0000514,0,26
1,26.609172,.0000171,0,26
1,26.625599,.0000171,0,26
1,26.633812,.0000171,0,26
1,26.63655,0,7.93e-06,26
1,26.639288,.0000171,0,26
1,26.644764,0,7.93e-06,26
1,26.655715,0,7.94e-06,26
1,26.658453,.0000171,0,26
1,26.661191,.0000343,0,26
1,26.672142,0,7.92e-06,26
1,26.680356,.0000171,0,26
1,26.683094,0,7.93e-06,26
1,26.688569,.0000515,0,26
1,26.699521,.0000172,0,26
1,26.702259,.0000343,0,26
1,26.710472,.0000171,0,26
1,26.726899,.0000343,7.90e-06,26
1,26.729637,.0000171,0,26
1,26.732375,.0000171,0,26
1,26.735113,.0000171,0,26
1,26.737851,.0000172,0,26
1,26.748802,.0000171,0,26
1,26.754278,.0000343,0,26
1,26.757016,.0000171,0,26
1,26.762491,0,7.89e-06,26
1,26.765229,0,7.90e-06,26
1,26.767967,.0000343,0,26
1,26.770705,.0000351,0,26
1,26.773443,.0000176,0,26
1,26.776181,.0000176,0,26
1,26.778919,.0000351,0,26
1,26.787132,.0000175,0,26
1,26.798084,.0000175,0,26
1,26.800821,.0000526,0,26
1,26.806297,.0000175,0,26
1,26.819986,.0000351,0,26
1,26.822724,.0000175,0,26
1,26.825462,.0000351,0,26
1,26.8282,.0000175,0,26
1,26.839151,.0000175,0,26
1,26.841889,.0000351,0,26
1,26.844627,0,8.12e-06,26
1,26.847365,.0000175,0,26
1,26.852841,.0000175,0,26
1,26.863792,.0000175,8.11e-06,26
1,26.869268,.0000175,0,26
1,26.872005,.0000176,0,26
1,26.874743,.0000175,0,26
1,26.888433,.0000175,0,26
1,26.89117,.000035,0,26
1,26.893908,.0000175,0,26
1,26.902122,.0000175,0,26
1,26.90486,.0000351,0,26
1,26.918549,.0000176,0,26
1,26.9295,.0000351,0,26
1,26.934976,.0000702,8.11e-06,26
1,26.937714,.0000351,0,26
1,26.940452,.0000176,0,26
1,26.945927,.0000351,0,26
1,26.954141,.0000176,0,26
1,26.96783,.0000176,0,26
1,26.976044,.0000176,0,26
1,26.978782,.0000176,0,26
1,26.98152,.0000176,0,26
1,26.989733,.0000176,0,26
1,26.992471,.0000176,0,26
1,27.019849,.0000228,0,27
1,27.022587,.0000519,0,27
1,27.028063,.0000173,0,27
1,27.036277,.0000173,0,27
1,27.039014,.0000518,7.95e-06,27
1,27.04449,.0000345,0,27
1,27.047228,.0000345,0,27
1,27.049966,.0000346,0,27
1,27.052704,.0000346,0,27
1,27.058179,.0000173,0,27
1,27.060917,.0000173,0,27
1,27.069131,.0000173,0,27
1,27.071869,0,7.96e-06,27
1,27.074606,.0000346,0,27
1,27.080082,.0000173,0,27
1,27.08282,.0000173,0,27
1,27.088296,.0000345,0,27
1,27.093771,.0000173,0,27
1,27.096509,.0000173,0,27
1,27.101985,.0000518,0,27
1,27.104723,.0000691,0,27
1,27.110198,.0000345,0,27
1,27.112936,0,7.99e-06,27
1,27.115674,.0000173,0,27
1,27.12115,.0000173,0,27
1,27.123888,.0000173,0,27
1,27.129363,.0000173,0,27
1,27.137577,.0000173,7.99e-06,27
1,27.140315,.0000173,0,27
1,27.143053,.0000173,0,27
1,27.145791,.0000346,0,27
1,27.148528,.0000173,0,27
1,27.154004,.0000173,0,27
1,27.156742,.0000173,7.99e-06,27
1,27.162218,.0000173,0,27
1,27.164956,.0000345,7.98e-06,27
1,27.167693,.0000173,0,27
1,27.170431,.0000173,0,27
1,27.178645,.0000173,0,27
1,27.18412,.0000173,0,27
1,27.186858,.0000173,0,27
1,27.189596,.0000173,7.98e-06,27
1,27.19781,.0000173,0,27
1,27.200548,.0000173,0,27
1,27.203285,.0000173,0,27
1,27.208761,.0000173,0,27
1,27.214237,.0000173,0,27
1,27.216975,0,7.95e-06,27
1,27.22245,.000052,0,27
1,27.225188,.0000691,7.95e-06,27
1,27.230664,.0000173,0,27
1,27.233402,.0000173,0,27
1,27.23614,.0000173,0,27
1,27.238877,.0000173,0,27
1,27.241615,.0000173,0,27
1,27.247091,.0000173,0,27
1,27.252567,.0000519,0,27
1,27.255305,.0000173,0,27
1,27.26078,.0000346,0,27
1,27.266256,.0000346,0,27
1,27.268994,.0000346,0,27
1,27.271732,.0000692,0,27
1,27.27447,.0000173,0,27
1,27.282683,.0000173,0,27
1,27.288159,.0000173,0,27
1,27.290897,.0000173,0,27
1,27.29911,.000052,0,27
1,27.304586,.0000173,0,27
1,27.310062,0,7.95e-06,27
1,27.315537,.0000347,7.96e-06,27
1,27.318275,.0000174,0,27
1,27.321013,.0000174,7.97e-06,27
1,27.331964,.0000174,0,27
1,27.342916,.0000348,0,27
1,27.348392,.0000174,0,27
1,27.356605,.0000174,0,27
1,27.362081,.0000348,0,27
1,27.370294,.0000174,0,27
1,27.37577,.0000174,0,27
1,27.381246,.0000174,0,27
1,27.386721,.0000174,0,27
1,27.389459,.0000174,0,27
1,27.394935,0,.000016,27
1,27.400411,0,7.98e-06,27
1,27.405886,.0000174,7.98e-06,27
1,27.408624,.0000174,0,27
1,27.411362,0,7.97e-06,27
1,27.4141,0,7.97e-06,27
1,27.427789,.0000174,0,27
1,27.430527,.0000174,0,27
1,27.436003,.0000174,0,27
1,27.444216,.0000174,0,27
1,27.449692,.0000174,0,27
1,27.45243,.0000174,0,27
1,27.455168,.0000348,0,27
1,27.457906,.0000174,0,27
1,27.460643,.0000348,0,27
1,27.466119,.0000174,7.98e-06,27
1,27.468857,.0000174,0,27
1,27.471595,.0000174,0,27
1,27.482546,.0000349,0,27
1,27.488022,.0000175,0,27
1,27.493498,.0000175,0,27
1,27.496235,.0000349,0,27
1,27.498973,.0000175,0,27
1,27.501711,.0000175,0,27
1,27.504449,.0000524,0,27
1,27.507187,.0000175,0,27
1,27.509925,.000035,7.99e-06,27
1,27.518138,.0000175,8.00e-06,27
1,27.526352,.000035,0,27
1,27.531828,.0000175,0,27
1,27.534565,0,8.00e-06,27
1,27.540041,.0000175,0,27
1,27.545517,.0000175,0,27
1,27.55373,.0000175,0,27
1,27.556468,.0000175,0,27
1,27.561944,.0000175,0,27
1,27.564682,0,8.02e-06,27
1,27.570157,.0000175,0,27
1,27.572895,.0000701,0,27
1,27.575633,.0000175,0,27
1,27.578371,.0000175,0,27
1,27.589322,.0000351,0,27
1,27.59206,.0000351,0,27
1,27.597536,.0000175,0,27
1,27.600274,.0000175,0,27
1,27.603012,.0000351,0,27
1,27.611225,.0000176,0,27
1,27.619439,.0000527,0,27
1,27.624914,.0000176,0,27
1,27.627652,0,8.07e-06,27
1,27.63039,.0000176,0,27
1,27.644079,.0000176,0,27
